,X0,X1,y
0,0.0712553527008375,-0.19658752491740383,0
1,-8.305391208483034,-5.672380429027177,1
2,-12.88594011451228,-4.962280273256107,1
3,-9.537523032924334,-2.4293261867391553,1
4,-2.0082307700449427,-8.650497660054965,2
5,-5.461160119915049,-8.060093507775754,2
6,-5.70474250390153,-8.792831302421387,2
7,-8.412098771814406,-5.200410006722787,1
8,-3.860798260374362,6.69593728852239,0
9,-0.6825236128735255,4.25534644280105,0
10,-10.075103522185204,-7.184893256769794,1
11,-9.754069961670227,-1.6943807315393653,1
12,-7.285776236492372,-9.387952232048766,2
13,-3.153876493450195,7.791399070898654,0
14,-2.683482725718272,-11.94594995040623,2
15,-5.0922118080152545,-7.726160301953161,2
16,-6.599893065300263,-6.788125290895074,2
17,-3.0339053061877186,2.7160785858457226,0
18,-10.685419854795253,-3.866154833694711,1
19,-12.187536195135184,-3.6145836812458683,1
20,-5.939359990419686,-7.67175392014858,2
21,-10.530149515660346,-3.8881194539764876,1
22,-6.567283860882197,-8.74651040936577,2
23,-1.0214817138343224,3.9077491178883412,0
24,-10.74828240383333,-5.23080936227165,1
25,-7.685115730693859,-13.022903632838322,2
26,-6.182153296520575,-8.353538571191045,2
27,-1.0592192660368647,3.701990175856124,0
28,1.2646559681414287,0.28620844984785343,0
29,-6.023729509510997,-10.44191088387033,2
30,-2.1953360652005514,5.4672008023195335,0
31,-3.9445963019928,3.7078044240174064,0
32,-8.099071099498195,-10.14728175992457,2
33,-2.0432310106717493,2.631231940673489,0
34,-6.742410997355289,-3.277325154214253,1
35,-7.438021727472436,-8.356719849682335,2
36,-7.599876743850087,-3.5830357123953167,1
37,-12.743947144146613,-3.323029763278621,1
38,-10.359553107809402,-5.161189802949719,1
39,-7.337771671449805,-8.391336480173665,2
40,-6.503552029412461,-8.2994535121186,2
41,-9.296620546324887,-6.577915369838069,1
42,-2.3043943139755347,3.6383811595063302,0
43,-12.457828774987025,-2.8522735554107737,1
44,-9.601113063399563,-3.715331255748287,1
45,-6.00595153495232,-7.877825684629273,2
46,0.14362153523707155,5.411478546646898,0
47,2.7115909071178033,1.6134971978668862,0
48,-3.894180603219075,4.875321264477346,0
49,-1.9053403569858158,2.534951000325024,0
50,-10.44236878887382,-4.354864685223199,1
51,-5.746782591457318,-11.40810478585656,2
52,-6.909239927832327,-6.916467580626996,2
53,-7.866638567235592,-6.505216867723229,2
54,-1.4192420009852613,5.640896088258,0
55,-6.074459535701818,-8.502634424109047,2
56,-11.23771419154936,-2.557284479218767,1
57,-7.450200643335548,-0.019145048853735247,1
58,-1.5751324125173338,5.5721202962748055,0
59,-0.6337002651125019,3.81030419863773,0
60,-9.624589721676532,-3.133245252946692,1
61,-8.358715560167555,-6.350254321326623,2
62,-6.058512556787086,-5.566776339559521,2
63,-10.046946415404658,-5.503671785701524,1
64,-13.713676232546606,-1.481020486457564,1
65,-4.401967958482555,-8.727843831576083,2
66,-3.168355787941825,6.912226179309737,0
67,-9.609999694149728,-7.52613266369718,2
68,-2.004416321049391,2.650773033000418,0
69,-9.150723795524875,-3.7986684106660857,1
70,-9.190729220071502,-2.7661915008890707,1
71,-8.516599601460552,-5.860749750979074,1
72,-5.860243623066481,-7.312663697329926,2
73,0.018406921800490306,6.268694031450276,0
74,1.6600444482712216,5.890578189997832,0
75,-9.36644260916989,-7.997750979011211,1
76,-5.327109869646003,-6.652404824894028,2
77,-6.97754419730096,-8.605856589651255,2
78,-2.715903410475431,2.2605526245308205,0
79,-10.891969633225099,-1.504333137752207,1
80,0.6036988689543343,7.446123501687559,0
81,-12.396248568323474,-2.2266579122751615,1
82,-9.67763836475744,-2.201010705130755,1
83,-3.2555647669757763,-5.931114707503036,2
84,-3.0428814093991376,3.6129828151312067,0
85,0.6079789787223553,2.2067073342151,0
86,-1.2777289366135876,8.607000141800846,0
87,0.1421519925803041,3.039034150494495,0
88,-10.610120528909846,-2.297399262148712,1
89,-3.002052167622158,4.381160671005359,0
90,-4.744205043670199,-7.414242671872597,2
91,-1.5579443963964617,3.132498575704455,0
92,-2.0773483726980757,5.579736251207557,0
93,-11.339037076231163,-3.198220974721366,1
94,-7.754877087181773,-3.135547471489549,1
95,-4.987232979938911,-3.7792688106755294,2
96,-7.030063367057729,-10.397265562117822,2
97,-1.088385255440002,6.176772197384618,0
98,-5.442978838050627,-6.064343915209527,2
99,1.8300636224844404,2.884076067052956,0
